1	0.89981	0.89531	0.90281	0.90117	168002	1.16897	
2	0.88717	0.88923	0.88938	0.61089	36187	1.17024	
3	0.89578	0.89433	0.88966	0.42654	16160	1.19100	
4	0.81023	0.81476	0.80868	0.41443	6161	1.22547	
5	0.80954	0.80935	0.81570	0.29412	5001	1.27212	
6	0.76295	0.76578	0.76770	0.26304	5772	1.24330	
7	0.78531	0.79148	0.78334	0.21969	5752	1.26914	
8	0.69795	0.70396	0.70723	0.25049	27906	1.28763	
9	0.74475	0.74320	0.74077	0.23888	27533	1.29817	
10	0.77215	0.77853	0.76561	0.18594	6696	1.33383	
11	0.74145	0.73826	0.74228	0.18217	8911	1.37285	
1	0.87475	0.86817	0.86854	0.86984	168002	1.16229	
2	0.89129	0.89119	0.89304	0.53454	36187	1.15164	
3	0.89119	0.89010	0.89204	0.48415	16160	1.19639	
4	0.80530	0.79925	0.80107	0.38980	6161	1.23002	
5	0.79625	0.80871	0.80296	0.31556	5001	1.26836	
6	0.74159	0.74757	0.74888	0.26625	5772	1.26522	
7	0.78264	0.77290	0.77425	0.21640	5752	1.28396	
8	0.72168	0.71431	0.71905	0.23151	27906	1.27963	
9	0.72887	0.73119	0.72093	0.19936	27533	1.31094	
10	0.75381	0.76208	0.76521	0.17773	6696	1.33326	
11	0.73936	0.73910	0.74238	0.18342	8911	1.35806	
1	0.89992	0.89392	0.89649	0.90029	168002	1.18161	
2	0.88770	0.89036	0.89034	0.57571	36187	1.15844	
3	0.89086	0.89293	0.89311	0.46428	16160	1.18641	
4	0.78316	0.78780	0.79091	0.34932	6161	1.22433	
5	0.79893	0.80458	0.80294	0.30670	5001	1.26787	
6	0.74890	0.74448	0.74211	0.28120	5772	1.26783	
7	0.77213	0.76330	0.77664	0.20877	5752	1.29278	
8	0.70465	0.71727	0.71550	0.22187	27906	1.28661	
9	0.73230	0.72220	0.72809	0.20600	27533	1.30507	
10	0.76630	0.75452	0.76040	0.18739	6696	1.33373	
11	0.74044	0.73431	0.73977	0.17267	8911	1.35943	
1	0.89355	0.90195	0.89280	0.89421	168002	1.18553	
2	0.88531	0.88026	0.88807	0.53840	36187	1.20414	
3	0.88938	0.88932	0.89107	0.44593	16160	1.20277	
4	0.80561	0.81184	0.80736	0.38530	6161	1.24787	
5	0.80822	0.79565	0.80544	0.29858	5001	1.29493	
6	0.76600	0.76384	0.76172	0.28518	5772	1.29018	
7	0.77879	0.79289	0.78880	0.21481	5752	1.31725	
8	0.70594	0.69600	0.69934	0.23877	27906	1.30827	
9	0.71137	0.70969	0.70927	0.21023	27533	1.32883	
10	0.75948	0.77058	0.76171	0.16829	6696	1.35008	
11	0.74028	0.75117	0.74340	0.17035	8911	1.38726	
1	0.89847	0.89542	0.89590	0.90022	168002	1.17083	
2	0.88116	0.87869	0.88125	0.54775	36187	1.17113	
3	0.89181	0.88754	0.89075	0.47763	16160	1.20733	
4	0.80659	0.81032	0.81463	0.43129	6161	1.20408	
5	0.80626	0.80316	0.80284	0.31994	5001	1.27930	
6	0.75154	0.75613	0.75207	0.26495	5772	1.28362	
7	0.77967	0.77907	0.77458	0.22011	5752	1.26060	
8	0.71472	0.71757	0.70755	0.23188	27906	1.23722	
9	0.73145	0.72619	0.73371	0.21123	27533	1.27342	
10	0.74721	0.74753	0.75312	0.18659	6696	1.30109	
11	0.74191	0.73984	0.73952	0.16545	8911	1.32893	
1	0.89794	0.89869	0.89628	0.90034	168002	1.15853	
2	0.88371	0.88222	0.88009	0.65504	36187	1.15496	
3	0.89451	0.89459	0.89196	0.46249	16160	1.18455	
4	0.80319	0.80589	0.79938	0.38675	6161	1.21640	
5	0.81167	0.80246	0.80872	0.30936	5001	1.25062	
6	0.77101	0.76939	0.76262	0.28091	5772	1.25282	
7	0.79048	0.79848	0.79215	0.21145	5752	1.27151	
8	0.72888	0.71477	0.72470	0.26120	27906	1.25109	
9	0.72217	0.73439	0.72440	0.21830	27533	1.28045	
10	0.76093	0.77096	0.77032	0.17421	6696	1.29277	
11	0.74538	0.74993	0.75258	0.18135	8911	1.32564	
