1	0.89788	0.89665	0.89767	0.90085	168002	1.44800	
2	0.87524	0.87139	0.87520	0.56637	36241	1.49062	
3	0.88481	0.88618	0.88859	0.45850	16112	1.51375	
4	0.75727	0.77307	0.76361	0.39286	6145	1.52029	
5	0.78742	0.79566	0.79645	0.29509	5029	1.53342	
6	0.70949	0.70456	0.71241	0.29177	5720	1.53341	
7	0.71319	0.71578	0.72599	0.20986	5780	1.56080	
8	0.65618	0.64875	0.66156	0.23011	27864	1.57658	
9	0.65125	0.65363	0.65624	0.26212	27605	1.55975	
10	0.71847	0.71847	0.72580	0.17058	6686	1.60425	
11	0.68509	0.67801	0.67826	0.17355	8847	1.61201	
1	0.89424	0.89548	0.89221	0.89735	168002	1.15680	
2	0.85973	0.86147	0.86278	0.56911	36241	1.13429	
3	0.87885	0.87870	0.87808	0.43018	16112	1.16711	
4	0.78052	0.78416	0.77302	0.36760	6145	1.18770	
5	0.79878	0.80748	0.80140	0.30351	5029	1.24457	
6	0.72457	0.72449	0.72957	0.29729	5720	1.24919	
7	0.76561	0.76648	0.76686	0.23429	5780	1.26280	
8	0.65996	0.65567	0.65663	0.23472	27864	1.24618	
9	0.65912	0.66843	0.65699	0.23106	27605	1.26703	
10	0.71258	0.70937	0.71959	0.19486	6686	1.30023	
11	0.68502	0.69644	0.69722	0.18689	8847	1.31437	
1	0.90249	0.89831	0.90624	0.90337	168002	1.15565	
2	0.87716	0.87574	0.87445	0.59990	36241	1.15124	
3	0.88079	0.88562	0.88639	0.44505	16112	1.14278	
4	0.77295	0.76317	0.76208	0.41679	6145	1.15326	
5	0.80162	0.79054	0.80041	0.30159	5029	1.15177	
6	0.67939	0.67307	0.67202	0.27215	5720	1.19589	
7	0.75108	0.74309	0.74534	0.22005	5780	1.21757	
8	0.66152	0.65889	0.65831	0.25461	27864	1.23735	
9	0.66604	0.66866	0.66222	0.22907	27605	1.27233	
10	0.71581	0.72062	0.71765	0.19731	6686	1.28728	
11	0.67080	0.66963	0.67020	0.17231	8847	1.25661	
1	0.89639	0.89590	0.89515	0.89965	168002	1.13658	
2	0.86793	0.86780	0.86975	0.56110	36241	1.14642	
3	0.88949	0.88693	0.88470	0.45108	16112	1.16643	
4	0.76239	0.76406	0.76593	0.39128	6145	1.15390	
5	0.78595	0.79221	0.78593	0.33918	5029	1.14710	
6	0.70238	0.69866	0.69952	0.26475	5720	1.19407	
7	0.75122	0.74988	0.74137	0.23996	5780	1.21506	
8	0.64817	0.64440	0.64439	0.24953	27864	1.24002	
9	0.68031	0.65960	0.65961	0.22130	27605	1.26853	
10	0.71090	0.70026	0.70264	0.20206	6686	1.30767	
11	0.67842	0.67175	0.67428	0.17138	8847	1.28250	
1	0.90137	0.89655	0.90206	0.90134	168002	1.13881	
2	0.87173	0.86779	0.87333	0.56613	36241	1.15092	
3	0.88509	0.88026	0.88513	0.48915	16112	1.15514	
4	0.77154	0.77376	0.76836	0.40643	6145	1.15129	
5	0.80219	0.79779	0.80254	0.30078	5029	1.16176	
6	0.71575	0.72358	0.72098	0.28046	5720	1.21645	
7	0.74287	0.75209	0.74100	0.22924	5780	1.23925	
8	0.65053	0.64261	0.64982	0.22408	27864	1.25445	
9	0.67011	0.66828	0.66381	0.22854	27605	1.28466	
10	0.70380	0.70395	0.69678	0.18438	6686	1.25880	
11	0.69392	0.69737	0.69761	0.17577	8847	1.31650	
