2018-01	0.9532604515552521	0.9502583979328165	0.9502583979328165	0.9502095228109757	55722	1.001574158668518	
2018-02	0.9341960748036703	0.9346889539893158	0.9346889539893158	0.9346225083369539	28324	0.27946747144063316	
2018-03	0.9304921627044678	0.9305158956786598	0.9305158956786598	0.9304354207814087	27218	0.3433001438776652	
2018-04	0.9264110055836764	0.9266024418161007	0.9266024418161007	0.926451784387895	29498	0.1989134152730306	
2018-05	0.9297051750696622	0.9299295774647888	0.9299295774647888	0.9298040201759474	32120	0.250855827331543	
2018-06	0.9280719012022018	0.927436597480346	0.927436597480346	0.9272718328583532	36088	0.2567622979482015	
2018-07	0.9317883219983842	0.9319435066396579	0.9319435066396579	0.9317995515582984	39670	0.4202981154123942	
2018-08	0.9271918875830514	0.9264599496095991	0.9264599496095991	0.9263028205206865	40972	0.3580574870109558	
2018-09	0.9342626358071963	0.9337848330601328	0.9337848330601328	0.9337286466115131	48024	0.9681504408518473	
2018-10	0.9364785935197558	0.9365341962694979	0.9365341962694979	0.936518714809704	49876	0.7634353001912435	
2018-11	0.9330282066807603	0.9330984832169338	0.9330984832169338	0.933028525588567	52096	0.35590441624323527	
2018-12	0.9367602451851493	0.9367783910620484	0.9367783910620484	0.9367709075535768	54302	0.7164358536402384	
2018-01	0.9453750252723694	0.9476744186046512	0.9476744186046512	0.9476527429049684	55722	1.0924405654271443	
2018-02	0.9324571887652079	0.9323625710839221	0.9323625710839221	0.932309491272955	28316	0.2125725507736206	
2018-03	0.9230118468403816	0.9229646551177105	0.9229646551177105	0.9229172032110469	27298	0.20958938598632812	
2018-04	0.9278865835883401	0.9277947348340329	0.9277947348340329	0.9277127833373943	29464	0.24316310087839763	
2018-05	0.9238915626819317	0.9239827856025039	0.9239827856025039	0.9237602255264167	32112	0.29866299231847127	
2018-06	0.9255121201276779	0.9256603401203908	0.9256603401203908	0.9254668420585592	36100	0.2609029213587443	
2018-07	0.929067975944943	0.929130092279991	0.929130092279991	0.9289415277712606	39658	0.35101930300394696	
2018-08	0.9267638694672358	0.927108538927832	0.927108538927832	0.9270349581234472	40964	0.34869613250096637	
2018-09	0.935762862364451	0.9355318781813476	0.9355318781813476	0.9355211157755268	48024	0.7382152398427327	
2018-10	0.9296019013438906	0.929389521143148	0.929389521143148	0.9293099048725356	49860	0.509797728061676	
2018-11	0.9364053697297068	0.9363904870319663	0.9363904870319663	0.936345560128228	52080	0.5838376800219218	
2018-12	0.9338382482528687	0.933738634242594	0.933738634242594	0.9337092188059324	54294	0.5405948638916016	
