1	0.97854	0	0.06374	
2	0.98796	4202	0.07259	
3	0.97273	10010	0.08290	
4	0.97054	10014	0.11035	
5	0.97431	10024	0.13031	
6	0.96083	10024	0.13675	
7	0.96425	10028	0.13708	
8	0.94890	10038	0.15765	
9	0.95168	10052	0.16825	
10	0.95604	10044	0.14570	
11	0.96169	10052	0.15612	
12	0.94496	10064	0.16572	
13	0.95163	10058	0.17557	
14	0.94501	10058	0.18782	
15	0.94175	10074	0.29860	
16	0.94161	10082	0.37012	
17	0.94813	10084	0.40138	
18	0.94545	10092	0.50680	
19	0.94934	10094	0.53621	
20	0.94903	10098	0.56555	
