1	0.99678	0	0.20522	
2	0.98498	15000	0.30403	
3	0.96512	15000	0.37424	
4	0.97941	15000	0.41602	
5	0.97266	15000	0.62537	
6	0.97602	15000	0.64478	
7	0.96262	15000	0.75080	
8	0.94455	15000	0.78786	
9	0.95837	15000	0.82370	
10	0.94595	15000	0.48886	
11	0.92264	15000	0.79840	
12	0.92098	15000	0.95823	
13	0.92856	15000	1.09558	
14	0.84997	15000	1.10583	
15	0.89978	15000	1.20815	
16	0.87927	15000	1.26743	
17	0.89848	15000	0.99065	
18	0.87429	15000	1.39818	
19	0.86335	15000	0.97861	
20	0.86947	15000	1.49945	
