1	0.98691	0	0.14089	
2	0.90944	20004	0.15965	
3	0.95795	20012	0.20337	
4	0.93039	20014	0.33262	
5	0.93498	20020	0.36033	
6	0.93444	20030	0.43215	
7	0.92842	20032	0.51367	
8	0.94236	20034	0.61727	
9	0.91370	20040	0.55788	
10	0.92897	20048	0.62415	
11	0.94663	20056	0.59458	
12	0.93454	20054	0.47417	
13	0.92626	20064	1.03652	
14	0.92824	20064	0.61621	
15	0.93813	20070	1.13878	
16	0.93019	20068	1.21575	
17	0.93464	20074	1.30422	
18	0.93752	20092	1.33527	
19	0.94760	20094	1.28819	
20	0.92768	20088	1.57777	
