1	1.00000	0	0.23952	
2	0.99545	10000	0.29825	
3	0.97312	10000	0.36484	
4	0.97104	10000	0.42640	
5	0.94961	10000	0.54780	
6	0.89388	10000	0.67155	
7	0.95133	10000	0.65251	
8	0.93304	10000	0.70361	
9	0.95789	10000	0.74726	
10	0.94143	10000	0.72446	
11	0.93607	10000	0.78545	
12	0.94474	10000	0.92197	
13	0.93189	10000	1.04939	
14	0.92143	10000	1.11624	
15	0.94430	10000	1.20523	
16	0.93670	10000	1.24185	
17	0.93633	10000	1.29315	
18	0.89879	10000	1.33695	
19	0.88564	10000	1.45176	
20	0.93372	10000	1.22991	
