1	0.98980	0	0.14316	
2	0.98615	15004	0.16353	
3	0.97447	15008	0.20249	
4	0.91178	15016	0.24941	
5	0.93116	15024	0.28163	
6	0.92371	15028	0.32299	
7	0.89630	15030	0.36375	
8	0.87715	15036	0.42369	
9	0.89638	15042	0.42569	
10	0.91549	15044	0.39142	
11	0.89990	15052	0.42169	
12	0.90252	15058	0.88923	
13	0.89898	15070	1.01129	
14	0.92916	15058	1.12311	
15	0.88238	15066	1.18764	
16	0.91636	15086	1.24614	
17	0.90845	15084	1.31627	
18	0.91610	15090	1.37756	
19	0.92724	15100	1.42701	
20	0.90857	15106	1.48687	
