1	0.99018	0	0.06377	
2	0.94476	104	0.07626	
3	0.86746	110	0.08642	
4	0.88513	114	0.10227	
5	0.84205	126	0.11724	
6	0.87741	130	0.13235	
7	0.82169	132	0.15389	
8	0.86932	142	0.17210	
9	0.81737	152	0.22186	
10	0.80725	158	0.21901	
11	0.83535	172	0.24359	
12	0.84673	182	0.38542	
13	0.83006	178	0.31537	
14	0.80749	190	0.48300	
15	0.81792	204	0.53464	
16	0.81664	216	0.48276	
17	0.82608	228	0.58639	
18	0.80398	210	0.65144	
19	0.79023	220	0.60233	
20	0.80807	230	0.62426	
1	0.98798	0	0.13352	
2	0.80419	106	0.18736	
3	0.81630	110	0.18324	
4	0.81490	118	0.26867	
5	0.83044	124	0.29230	
6	0.85300	126	0.44082	
7	0.78992	142	0.52641	
8	0.80258	148	0.48789	
9	0.82804	144	0.49211	
10	0.78096	154	0.49427	
11	0.79578	164	0.46946	
12	0.82355	182	0.56039	
13	0.79482	178	0.69853	
14	0.78283	190	0.65965	
15	0.76415	202	0.94358	
16	0.79441	210	0.93062	
17	0.77112	226	1.14015	
18	0.76079	210	1.16345	
19	0.76362	222	1.34703	
20	0.77122	232	1.37354	
