1	0.99696	0	0.14332	
2	0.96831	5915	0.16564	
3	0.91884	10008	0.20638	
4	0.95010	10012	0.24178	
5	0.93727	10022	0.28019	
6	0.85457	10028	0.31879	
7	0.92953	10030	0.37983	
8	0.94067	10040	0.39756	
9	0.94940	10042	0.42701	
10	0.93369	10040	0.54886	
11	0.95001	10056	0.67889	
12	0.94716	10054	0.80660	
13	0.94953	10060	1.01719	
14	0.93097	10072	1.11549	
15	0.95413	10068	1.16970	
16	0.93798	10078	1.23570	
17	0.93571	10088	1.29724	
18	0.92637	10078	1.35739	
19	0.92383	10098	1.41294	
20	0.93028	10098	1.46958	
