1	1.00000	0	0.21393	
2	0.98429	4214	0.13644	
3	0.98145	9285	0.25519	
4	0.98289	10976	0.29611	
5	0.96127	11656	0.27819	
6	0.94755	12481	0.29339	
7	0.94719	12941	0.42554	
8	0.95594	13075	0.43255	
9	0.95753	13605	0.45288	
10	0.94312	13942	0.48699	
11	0.94504	14213	0.50382	
12	0.93461	14552	0.51978	
13	0.94106	14677	0.61614	
14	0.93258	14891	0.68111	
15	0.93851	15020	0.69539	
16	0.95679	14962	0.71610	
17	0.92106	15036	0.72066	
18	0.93820	15130	0.69674	
19	0.92271	15120	0.56853	
20	0.90717	15010	0.57112	
