Seed-34750	[0.8270761315218265, 0.8727686023046706, 0.8981161757797161, 0.834878435812095, 0.8115071397916653, 0.8613739287344894, 0.8504447222891308, 0.8495822007782664, 0.8538045405364849, 0.8650787151461552, 0.8597474647366776]
Seed-79949	[0.8739133320061052, 0.8898322014267017, 0.9002741791340864, 0.8976755092594877, 0.8581127472326632, 0.8045921628332421, 0.802996259664344, 0.8025036506955524, 0.8036814257337236, 0.8141254419312807, 0.8204621467728175]
Seed-76512	[0.8758422622335138, 0.8711311167568763, 0.8655996792431496, 0.8408619966599975, 0.8510811613516018, 0.8659436071084775, 0.8311852667833689, 0.839869333113564, 0.8307065906220673, 0.8302733595679601, 0.8289735427003613]
Seed-8546	[0.8932830059191902, 0.8784219825702113, 0.862993566908148, 0.8539489000332364, 0.8786076100138741, 0.8388199382630165, 0.818424184214746, 0.8109824784687202, 0.8110630075956008, 0.8128842092172104, 0.8007227178012207]
Seed-76003	[0.862782553326966, 0.9077003851866426, 0.9133876359071653, 0.9079753462950588, 0.911132792807615, 0.9128005102954222, 0.8992116720622195, 0.8997993159024754, 0.8621955794808559, 0.8512014670187042, 0.83173141342383]
Seed-95906	[0.8947325237938957, 0.8805958155141008, 0.8347747021927004, 0.7587222164155474, 0.7948446730015839, 0.7942869244143657, 0.8087030722797082, 0.7771376863172766, 0.7769544583274951, 0.784228529452904, 0.78251502254532]
Seed-89068	[0.8938475490430051, 0.8742862418324462, 0.8585840883077772, 0.851116395742602, 0.8434733092075556, 0.8364686218805937, 0.8404661705692751, 0.8269775660157438, 0.8019974880490818, 0.7813771529334845, 0.7987417600668394]
Seed-34628	[0.866270511911901, 0.8637432842065615, 0.8640608675969935, 0.8814003966853756, 0.8577811755072482, 0.8208600820984174, 0.8275058738986891, 0.8111302797043947, 0.8125029205086296, 0.817863486481275, 0.8192862638127463]
Seed-12165	[0.874295036122116, 0.8739167337556408, 0.8230281906957959, 0.842997505842202, 0.8404740853480558, 0.8039243633546208, 0.7853410387729107, 0.8069159144447352, 0.8131433617660873, 0.8130606118694577, 0.8240556744073743]
Seed-41999	[0.8726819817326321, 0.9193047135670458, 0.8672276976137848, 0.8782572122099979, 0.8665550193631345, 0.8560205724133056, 0.8404502316135909, 0.8505767209735416, 0.8390968967979408, 0.8412191686052225, 0.839529029499909]
Seed-52096	[0.817593465284323, 0.8663701781826173, 0.8689040536032823, 0.8583465871835996, 0.8372255540366055, 0.8613456415052271, 0.8637090435604559, 0.8552561365625055, 0.850192562439322, 0.8498452213168093, 0.8575674266271543]
Seed-77617	[0.8478041756659467, 0.8178412543766684, 0.8404118955355663, 0.8184389417914126, 0.8281723705064769, 0.810918639567059, 0.8406159749124994, 0.8432543866639772, 0.8453353596501241, 0.8329478156134975, 0.8232165401706066]
Seed-47961	[0.8767123287671232, 0.8168357001235966, 0.7954622623121389, 0.8202967472893459, 0.7981282639621495, 0.8125224406521404, 0.8142699137269153, 0.8012318422503454, 0.8189085399753107, 0.8189926137151282, 0.8176620895168767]
Seed-43594	[0.8860825338111201, 0.8888255840281105, 0.8118718008317111, 0.8232131513082122, 0.8138728477532302, 0.8265651450734431, 0.8356149889193415, 0.8332779845621117, 0.8388332261702075, 0.8119817011763676, 0.8182683340547355]
Seed-52001	[0.9230874223708455, 0.8820702104529574, 0.8485153512647182, 0.8185620087945542, 0.828363426187285, 0.7939953226600874, 0.7887484376348581, 0.7870373551174521, 0.7860316792856558, 0.7685517563329156, 0.7848004373795873]
Seed-42278	[0.8948367501898253, 0.8970215964842989, 0.893732346783155, 0.8422509663947576, 0.8660886414382976, 0.8489275210037576, 0.8403689319450229, 0.8118900884817959, 0.8023406309115751, 0.8035825408066459, 0.8189701328138713]
Seed-51813	[0.824990843608839, 0.859899449826095, 0.8572553214348752, 0.8429086773182902, 0.8607725995221152, 0.8311012770868924, 0.8522497031153317, 0.8742370783780617, 0.8474621854486171, 0.8614935574753023, 0.8578523765767067]
Seed-9120	[0.8773052533597068, 0.858329080199941, 0.8515075472986341, 0.8368590738509585, 0.8198612502216426, 0.8091992587258531, 0.8302989609473438, 0.8503091309995898, 0.845999597865441, 0.8334140697480216, 0.8217310110029001]
Seed-46673	[0.8679151848016927, 0.8796970768542887, 0.897262935703973, 0.8886183806474662, 0.8667798933727209, 0.8616984349536386, 0.8514641333543632, 0.8718316326614409, 0.8605983796828043, 0.8435281221632076, 0.8361012850098171]
Seed-85228	[0.8513513513513513, 0.8384016086839257, 0.798014619293348, 0.858767481104997, 0.8700404139515351, 0.8398535019861955, 0.8390896958600914, 0.8469068672809714, 0.8497560875222349, 0.8492199364054439, 0.8393093072197234]
Seed-83693	[0.885424317286506, 0.8317888470655004, 0.8570916291764902, 0.8137536032412428, 0.8201907573046187, 0.8155706403292643, 0.8300450140692168, 0.8291311967809541, 0.8201977416211435, 0.803115199827365, 0.8079571744210806]
Seed-17349	[0.8789189189189189, 0.8654525813011215, 0.8407344624101002, 0.8399938168151562, 0.8275273794386596, 0.8355416680159938, 0.8430259180631449, 0.8419009770641148, 0.8441585094187938, 0.8491005729764144, 0.8284379816476753]
