Seed-4003	[0.8945053834099985, 0.8937357722594499, 0.8744446369974561, 0.8791385574190356, 0.8775868453336496, 0.867593150469232, 0.8702377731161288, 0.8642777518191592, 0.8575327133758196, 0.8345028212949049, 0.8339418869512777]
Seed-61481	[0.9095920617420066, 0.8482702750707767, 0.8399416036618513, 0.8554408260136172, 0.8187956406045057, 0.8376368906839383, 0.7979206550403071, 0.8062172906963456, 0.8219400172237955, 0.8151632783778577, 0.8227562303044983]
Seed-86464	[0.9079065086110489, 0.9074000435686734, 0.8533202046436671, 0.8607041968643804, 0.8790393978979235, 0.8759677379861223, 0.8903412668525909, 0.8605972532361849, 0.8300864677766924, 0.8219671781198924, 0.8157991618232029]
Seed-6200	[0.8756389561474307, 0.8493133944912412, 0.8233057412104037, 0.8168155893201459, 0.8296738910929549, 0.8310686263676509, 0.8334601372485663, 0.8297370208476085, 0.8437646061737732, 0.8408955470317372, 0.8457803372502049]
Seed-36139	[0.8809818765771966, 0.899582945874903, 0.8789819175767463, 0.869787853219538, 0.8644856020448648, 0.8596124991819697, 0.8355237334603514, 0.8446797516703132, 0.8488021306621164, 0.844619839120212, 0.8422564142291897]
Seed-98656	[0.8529437726189425, 0.7624704519375055, 0.8223834158186477, 0.8694509290309859, 0.8849508519245569, 0.8932275603926304, 0.8894812500589673, 0.8813632439205652, 0.8674090008841453, 0.8779858304772095, 0.869850743524529]
Seed-94100	[0.8611775035364129, 0.9059167845470952, 0.9285385543675133, 0.8814836115290094, 0.9014094290937168, 0.8672392213627127, 0.873030218518213, 0.867871541653598, 0.8660408659819806, 0.8713145015581623, 0.8679622964516327]
Seed-1533	[0.8624538177339901, 0.8950388619171009, 0.917489227982707, 0.8539735136655144, 0.8480777912183465, 0.8402750776862588, 0.8388921598876946, 0.8191959972511679, 0.8261548410773694, 0.8322097610929962, 0.8483361607367796]
Seed-2517	[0.8937820043891733, 0.9202687453807855, 0.8505587391206584, 0.8485489787597426, 0.8668280372678032, 0.8754850930927464, 0.887686408017923, 0.8716920452118829, 0.8563525532420598, 0.8467628090684105, 0.8341967339440892]
Seed-69783	[0.882088739678795, 0.8528294813797037, 0.8517256169457924, 0.8333245310496707, 0.8287123593685835, 0.8219893363799166, 0.8199652325350318, 0.8316405278795457, 0.8467659001710651, 0.833132958367132, 0.8430452605852637]
